id,gold,variant,pred,correct,question
35,no,frame_a,no,True,was how i met your mother filmed in new york
35,no,frame_b,no,True,was how i met your mother filmed in new york
36,no,original,no,True,is the depth of the water table always the same
36,no,distractor,no,True,is the depth of the water table always the same
36,no,frame_a,no,True,is the depth of the water table always the same
36,no,frame_b,no,True,is the depth of the water table always the same
37,no,original,no,True,can we have more than 9 supreme court justices
37,no,distractor,no,True,can we have more than 9 supreme court justices
37,no,frame_a,no,True,can we have more than 9 supreme court justices
37,no,frame_b,no,True,can we have more than 9 supreme court justices
38,no,original,yes,False,is a chipmunk the same as a ground squirrel
38,no,distractor,yes,False,is a chipmunk the same as a ground squirrel
38,no,frame_a,yes,False,is a chipmunk the same as a ground squirrel
38,no,frame_b,yes,False,is a chipmunk the same as a ground squirrel
39,no,original,no,True,does steph curry have an olympic gold medal
39,no,distractor,no,True,does steph curry have an olympic gold medal
39,no,frame_a,no,True,does steph curry have an olympic gold medal
39,no,frame_b,no,True,does steph curry have an olympic gold medal
